Episode,Total Reward,Steps,Termination Reason
4593,36,20,boundary
4594,-135,13,no_fly_zone
4595,-167,29,no_fly_zone
4596,56,24,boundary
4597,-135,13,no_fly_zone
4598,-90,20,boundary
4599,-135,13,no_fly_zone
4600,-135,13,no_fly_zone
4601,-90,20,boundary
4602,-90,20,boundary
4603,-171,31,no_fly_zone
4604,50,20,boundary
4605,-135,13,no_fly_zone
4606,50,20,boundary
4607,50,20,boundary
4608,-90,20,boundary
4609,-135,13,no_fly_zone
4610,-155,23,no_fly_zone
4611,-173,32,no_fly_zone
4612,-114,32,boundary
4613,29,20,boundary
4614,-135,13,no_fly_zone
4615,-135,13,no_fly_zone
4616,-135,13,no_fly_zone
4617,43,20,boundary
4618,-135,13,no_fly_zone
4619,-135,13,no_fly_zone
4620,-90,20,boundary
4621,-90,20,boundary
4622,-55,20,boundary
4623,50,20,boundary
4624,-114,32,boundary
4625,-90,20,boundary
4626,-130,14,no_fly_zone
4627,57,27,boundary
4628,-149,20,no_fly_zone
4629,-90,20,boundary
4630,51,23,boundary
4631,36,20,boundary
4632,-159,25,no_fly_zone
4633,-174,62,boundary
4634,-62,20,boundary
4635,-135,13,no_fly_zone
4636,36,20,boundary
4637,-231,61,no_fly_zone
4638,51,23,boundary
4639,-155,23,no_fly_zone
4640,393,40,target_reached
4641,-90,20,boundary
4642,-90,20,boundary
4643,29,20,boundary
4644,-90,20,boundary
4645,50,20,boundary
4646,-195,43,no_fly_zone
4647,-90,20,boundary
4648,48,21,boundary
4649,-90,20,boundary
4650,29,20,boundary
4651,41,21,boundary
4652,-76,20,boundary
4653,50,20,boundary
4654,-159,25,no_fly_zone
4655,-90,20,boundary
4656,-135,13,no_fly_zone
4657,-135,13,no_fly_zone
4658,-62,20,boundary
4659,57,27,boundary
4660,-90,20,boundary
4661,-140,45,boundary
4662,50,20,boundary
4663,-100,25,boundary
4664,-90,20,boundary
4665,-135,13,no_fly_zone
4666,-141,16,no_fly_zone
4667,29,20,boundary
4668,-181,36,no_fly_zone
4669,400,40,target_reached
4670,-144,54,boundary
4671,-1400,700,max_steps
4672,-135,13,no_fly_zone
4673,-165,28,no_fly_zone
4674,-159,25,no_fly_zone
4675,-90,20,boundary
4676,-149,20,no_fly_zone
4677,-118,34,boundary
4678,-90,20,boundary
4679,-90,20,boundary
4680,43,20,boundary
4681,-163,27,no_fly_zone
4682,-135,13,no_fly_zone
4683,-128,39,boundary
4684,-221,56,no_fly_zone
4685,-135,13,no_fly_zone
4686,-90,20,boundary
4687,43,20,boundary
4688,-90,20,boundary
4689,-83,20,boundary
4690,-161,26,no_fly_zone
4691,-183,37,no_fly_zone
4692,-185,38,no_fly_zone
4693,-155,23,no_fly_zone
4694,50,20,boundary
4695,-135,13,no_fly_zone
4696,-135,13,no_fly_zone
4697,-151,21,no_fly_zone
4698,-90,20,boundary
4699,56,24,boundary
4700,-90,20,boundary
4701,50,20,boundary
4702,-90,20,boundary
4703,-98,24,boundary
4704,-135,13,no_fly_zone
4705,-143,17,no_fly_zone
4706,-249,70,no_fly_zone
4707,-90,20,boundary
4708,-135,13,no_fly_zone
4709,-92,21,boundary
4710,-90,20,boundary
4711,56,24,boundary
4712,-100,25,boundary
4713,-94,22,boundary
4714,-141,16,no_fly_zone
4715,-235,63,no_fly_zone
4716,-135,13,no_fly_zone
4717,50,20,boundary
4718,-90,20,boundary
4719,-135,13,no_fly_zone
4720,50,20,boundary
4721,50,20,boundary
4722,-135,13,no_fly_zone
4723,-90,20,boundary
4724,-135,13,no_fly_zone
4725,50,20,boundary
4726,-135,13,no_fly_zone
4727,-125,15,no_fly_zone
4728,-145,58,boundary
4729,-90,20,boundary
4730,-106,28,boundary
4731,-291,91,no_fly_zone
4732,-135,13,no_fly_zone
4733,50,20,boundary
4734,29,20,boundary
4735,-185,71,boundary
4736,-94,22,boundary
4737,53,22,boundary
4738,-98,24,boundary
4739,-331,111,no_fly_zone
4740,-185,38,no_fly_zone
4741,50,20,boundary
4742,-130,14,no_fly_zone
4743,-90,20,boundary
4744,51,23,boundary
4745,-90,20,boundary
4746,-135,13,no_fly_zone
4747,-135,13,no_fly_zone
4748,-135,13,no_fly_zone
4749,50,20,boundary
4750,-130,14,no_fly_zone
4751,-122,36,boundary
4752,-135,13,no_fly_zone
4753,-135,13,no_fly_zone
4754,-135,13,no_fly_zone
4755,-100,25,boundary
4756,-90,20,boundary
4757,54,25,boundary
4758,-135,13,no_fly_zone
4759,-100,25,boundary
4760,-90,20,boundary
4761,-143,17,no_fly_zone
4762,-90,20,boundary
4763,-199,45,no_fly_zone
4764,-135,13,no_fly_zone
4765,-90,20,boundary
4766,-191,41,no_fly_zone
4767,-135,13,no_fly_zone
4768,-135,13,no_fly_zone
4769,-90,20,boundary
4770,-155,23,no_fly_zone
4771,-90,20,boundary
4772,-143,17,no_fly_zone
4773,50,20,boundary
4774,-92,21,boundary
4775,-135,13,no_fly_zone
4776,-135,13,no_fly_zone
4777,-90,20,boundary
4778,-92,21,boundary
4779,-90,20,boundary
4780,-172,61,boundary
4781,-90,20,boundary
4782,-90,20,boundary
4783,-128,39,boundary
4784,-135,13,no_fly_zone
4785,-135,13,no_fly_zone
4786,-90,20,boundary
4787,50,20,boundary
4788,-153,22,no_fly_zone
4789,-185,38,no_fly_zone
4790,-90,20,boundary
4791,-167,29,no_fly_zone
4792,50,20,boundary
4793,-145,18,no_fly_zone
4794,-135,13,no_fly_zone
4795,-135,13,no_fly_zone
4796,-169,30,no_fly_zone
4797,-90,20,boundary
4798,-90,20,boundary
4799,-135,13,no_fly_zone
4800,-90,20,boundary
4801,50,20,boundary
4802,-106,28,boundary
4803,-171,31,no_fly_zone
4804,-90,20,boundary
4805,-90,20,boundary
4806,43,20,boundary
4807,-145,18,no_fly_zone
4808,-237,104,boundary
4809,43,20,boundary
4810,54,25,boundary
4811,-135,13,no_fly_zone
4812,50,20,boundary
4813,50,20,boundary
4814,-90,20,boundary
4815,-114,32,boundary
4816,-130,40,boundary
4817,-135,13,no_fly_zone
4818,-135,13,no_fly_zone
4819,50,20,boundary
4820,43,20,boundary
4821,-135,13,no_fly_zone
4822,50,20,boundary
4823,-55,20,boundary
4824,-90,20,boundary
4825,-175,33,no_fly_zone
4826,-90,20,boundary
4827,-90,20,boundary
4828,-90,20,boundary
4829,-90,20,boundary
4830,36,20,boundary
4831,-90,20,boundary
4832,-90,20,boundary
4833,-145,18,no_fly_zone
4834,-211,51,no_fly_zone
4835,400,40,target_reached
4836,43,20,boundary
4837,43,20,boundary
4838,50,20,boundary
4839,-135,13,no_fly_zone
4840,-171,31,no_fly_zone
4841,-90,20,boundary
4842,-135,13,no_fly_zone
4843,57,27,boundary
4844,-147,19,no_fly_zone
4845,50,20,boundary
4846,29,20,boundary
4847,-135,13,no_fly_zone
4848,-90,20,boundary
4849,-135,13,no_fly_zone
4850,54,25,boundary
4851,-90,20,boundary
4852,-135,13,no_fly_zone
4853,50,20,boundary
4854,-90,20,boundary
4855,-135,13,no_fly_zone
4856,-135,13,no_fly_zone
4857,-135,13,no_fly_zone
4858,-156,53,boundary
4859,-90,20,boundary
4860,43,20,boundary
4861,-90,20,boundary
4862,-90,20,boundary
4863,-135,13,no_fly_zone
4864,-83,20,boundary
4865,-90,20,boundary
4866,50,20,boundary
4867,43,20,boundary
4868,-90,20,boundary
4869,43,20,boundary
4870,-100,25,boundary
4871,-155,23,no_fly_zone
4872,-135,13,no_fly_zone
4873,-135,13,no_fly_zone
4874,29,20,boundary
4875,36,20,boundary
4876,-110,30,boundary
4877,-145,18,no_fly_zone
4878,-90,20,boundary
4879,36,20,boundary
4880,-90,20,boundary
4881,-135,13,no_fly_zone
4882,-141,16,no_fly_zone
4883,-90,20,boundary
4884,-213,52,no_fly_zone
4885,-135,13,no_fly_zone
4886,36,20,boundary
4887,-118,34,boundary
4888,-90,20,boundary
4889,-90,20,boundary
4890,-135,13,no_fly_zone
4891,-90,20,boundary
4892,29,20,boundary
4893,400,40,target_reached
4894,-90,20,boundary
4895,-161,26,no_fly_zone
4896,57,27,boundary
4897,-90,20,boundary
4898,-90,20,boundary
4899,-90,20,boundary
4900,-90,20,boundary
4901,-90,20,boundary
4902,29,20,boundary
4903,50,20,boundary
4904,-135,13,no_fly_zone
4905,-135,13,no_fly_zone
4906,-135,13,no_fly_zone
4907,-90,20,boundary
4908,-244,104,boundary
4909,-135,13,no_fly_zone
4910,-139,15,no_fly_zone
4911,-130,14,no_fly_zone
4912,-135,13,no_fly_zone
4913,-135,13,no_fly_zone
4914,-147,19,no_fly_zone
4915,-90,20,boundary
4916,-134,42,boundary
4917,-83,20,boundary
4918,50,20,boundary
4919,50,20,boundary
4920,43,20,boundary
4921,-135,13,no_fly_zone
4922,36,20,boundary
4923,-90,20,boundary
4924,-90,20,boundary
4925,-90,20,boundary
4926,-211,51,no_fly_zone
4927,54,25,boundary
4928,-135,13,no_fly_zone
4929,-135,13,no_fly_zone
4930,62,28,boundary
4931,-206,78,boundary
4932,-90,20,boundary
4933,-90,20,boundary
4934,-191,41,no_fly_zone
4935,-135,13,no_fly_zone
4936,36,20,boundary
4937,50,20,boundary
4938,-165,28,no_fly_zone
4939,43,20,boundary
4940,36,20,boundary
4941,-94,22,boundary
4942,50,20,boundary
4943,50,20,boundary
4944,-135,13,no_fly_zone
4945,43,20,boundary
4946,-90,20,boundary
4947,-90,20,boundary
4948,-90,20,boundary
4949,-157,24,no_fly_zone
4950,-141,16,no_fly_zone
4951,50,20,boundary
4952,-165,28,no_fly_zone
4953,-90,20,boundary
4954,50,20,boundary
4955,-139,15,no_fly_zone
4956,-135,13,no_fly_zone
4957,-135,13,no_fly_zone
4958,-90,20,boundary
4959,-90,20,boundary
4960,-135,13,no_fly_zone
4961,-90,20,boundary
4962,-90,20,boundary
4963,-137,14,no_fly_zone
4964,29,20,boundary
4965,-163,27,no_fly_zone
4966,-135,13,no_fly_zone
4967,-149,20,no_fly_zone
4968,50,20,boundary
4969,50,20,boundary
4970,-90,20,boundary
4971,-138,44,boundary
4972,-90,20,boundary
4973,-135,13,no_fly_zone
4974,-112,31,boundary
4975,-135,13,no_fly_zone
4976,-90,20,boundary
4977,50,20,boundary
4978,-104,27,boundary
4979,-135,13,no_fly_zone
4980,-147,19,no_fly_zone
4981,-108,29,boundary
4982,-126,38,boundary
4983,50,20,boundary
4984,-90,20,boundary
4985,-76,20,boundary
4986,-141,16,no_fly_zone
4987,51,23,boundary
4988,-90,20,boundary
4989,-187,39,no_fly_zone
4990,-135,13,no_fly_zone
4991,-90,20,boundary
4992,-135,13,no_fly_zone
4993,-90,20,boundary
4994,-135,13,no_fly_zone
4995,50,20,boundary
4996,-135,13,no_fly_zone
4997,-135,13,no_fly_zone
4998,-90,20,boundary
4999,-126,38,boundary
5000,-90,20,boundary
5001,50,20,boundary
5002,-120,35,boundary
5003,-134,42,boundary
5004,-135,13,no_fly_zone
5005,-135,13,no_fly_zone
5006,-135,13,no_fly_zone
5007,88,29,boundary
5008,50,20,boundary
5009,50,20,boundary
5010,-90,20,boundary
5011,-135,13,no_fly_zone
5012,-149,20,no_fly_zone
5013,-135,13,no_fly_zone
5014,-34,20,boundary
5015,-90,20,boundary
5016,-135,13,no_fly_zone
5017,-135,13,no_fly_zone
5018,-76,20,boundary
5019,-90,20,boundary
5020,-135,13,no_fly_zone
5021,50,20,boundary
5022,-90,20,boundary
5023,-135,13,no_fly_zone
5024,-104,27,boundary
5025,-110,30,boundary
5026,-112,31,boundary
5027,50,20,boundary
5028,29,20,boundary
5029,50,20,boundary
5030,-135,13,no_fly_zone
5031,29,20,boundary
5032,-90,20,boundary
5033,-165,28,no_fly_zone
5034,-135,13,no_fly_zone
5035,-210,80,boundary
5036,-135,13,no_fly_zone
5037,50,20,boundary
5038,50,20,boundary
5039,-135,13,no_fly_zone
5040,-135,13,no_fly_zone
5041,-146,48,boundary
5042,43,20,boundary
5043,-124,37,boundary
5044,-122,36,boundary
5045,-141,16,no_fly_zone
5046,-90,20,boundary
5047,-145,18,no_fly_zone
5048,-161,26,no_fly_zone
5049,-149,20,no_fly_zone
5050,-137,14,no_fly_zone
5051,-145,18,no_fly_zone
5052,-141,16,no_fly_zone
5053,-90,20,boundary
5054,-135,13,no_fly_zone
5055,-149,20,no_fly_zone
5056,-135,13,no_fly_zone
5057,50,20,boundary
5058,51,23,boundary
5059,36,20,boundary
5060,-90,20,boundary
5061,36,20,boundary
5062,-90,20,boundary
5063,-90,20,boundary
5064,-90,20,boundary
5065,-90,20,boundary
5066,50,20,boundary
5067,-90,20,boundary
5068,-155,23,no_fly_zone
5069,-153,22,no_fly_zone
5070,-155,23,no_fly_zone
5071,50,20,boundary
5072,-135,13,no_fly_zone
5073,-149,20,no_fly_zone
5074,-90,20,boundary
5075,36,20,boundary
5076,-90,20,boundary
5077,-135,13,no_fly_zone
5078,22,20,boundary
5079,-90,20,boundary
5080,-135,13,no_fly_zone
5081,-135,13,no_fly_zone
5082,-149,20,no_fly_zone
5083,-90,20,boundary
5084,-113,42,boundary
5085,-135,13,no_fly_zone
5086,43,20,boundary
5087,50,20,boundary
5088,50,20,boundary
5089,-135,13,no_fly_zone
5090,-90,20,boundary
5091,50,20,boundary
5092,-135,13,no_fly_zone
5093,-90,20,boundary
5094,50,20,boundary
5095,-135,13,no_fly_zone
5096,-144,61,boundary
5097,-135,13,no_fly_zone
5098,-90,20,boundary
5099,-135,13,no_fly_zone
5100,-145,18,no_fly_zone
5101,-135,13,no_fly_zone
5102,-90,20,boundary
5103,-90,20,boundary
5104,-141,16,no_fly_zone
5105,-153,22,no_fly_zone
5106,-90,20,boundary
5107,-165,28,no_fly_zone
5108,-90,20,boundary
5109,-90,20,boundary
5110,50,20,boundary
5111,43,20,boundary
5112,-120,42,boundary
5113,50,20,boundary
5114,-90,20,boundary
5115,29,20,boundary
5116,50,20,boundary
5117,82,32,boundary
5118,-141,16,no_fly_zone
5119,-92,21,boundary
5120,-90,20,boundary
5121,-48,20,boundary
5122,-143,17,no_fly_zone
5123,-139,15,no_fly_zone
5124,-916,440,boundary
5125,-135,13,no_fly_zone
5126,-90,20,boundary
5127,-135,13,no_fly_zone
5128,-135,13,no_fly_zone
5129,-90,20,boundary
5130,-159,25,no_fly_zone
5131,43,20,boundary
5132,56,24,boundary
5133,-90,20,boundary
5134,50,20,boundary
5135,29,20,boundary
5136,-90,20,boundary
5137,50,20,boundary
5138,-135,13,no_fly_zone
5139,50,20,boundary
5140,-135,13,no_fly_zone
5141,-135,13,no_fly_zone
5142,-135,13,no_fly_zone
5143,-90,20,boundary
5144,50,20,boundary
5145,-90,20,boundary
5146,50,20,boundary
5147,-135,13,no_fly_zone
5148,-90,20,boundary
5149,-92,21,boundary
5150,-135,13,no_fly_zone
5151,-90,20,boundary
5152,-34,20,boundary
5153,-90,20,boundary
5154,-175,33,no_fly_zone
5155,-155,23,no_fly_zone
5156,-153,22,no_fly_zone
5157,-90,20,boundary
5158,-90,20,boundary
5159,-135,13,no_fly_zone
5160,-13,20,boundary
5161,-90,20,boundary
5162,36,20,boundary
5163,50,20,boundary
5164,-135,13,no_fly_zone
5165,-126,38,boundary
5166,-151,21,no_fly_zone
5167,-301,96,no_fly_zone
5168,-144,47,boundary
5169,-135,13,no_fly_zone
5170,-530,505,target_reached
5171,43,20,boundary
5172,43,20,boundary
5173,-193,42,no_fly_zone
5174,-141,16,no_fly_zone
5175,-159,184,boundary
5176,-90,20,boundary
5177,50,20,boundary
5178,-149,20,no_fly_zone
5179,-142,46,boundary
5180,-199,45,no_fly_zone
5181,-161,26,no_fly_zone
5182,-137,14,no_fly_zone
5183,-90,20,boundary
5184,-328,139,boundary
5185,-144,47,boundary
5186,-141,16,no_fly_zone
5187,-135,13,no_fly_zone
5188,-135,13,no_fly_zone
5189,-90,20,boundary
5190,-90,20,boundary
5191,36,20,boundary
5192,50,20,boundary
5193,51,23,boundary
5194,-195,43,no_fly_zone
5195,-253,72,no_fly_zone
5196,-135,13,no_fly_zone
5197,-169,30,no_fly_zone
5198,-90,20,boundary
5199,-135,13,no_fly_zone
5200,-165,28,no_fly_zone
5201,-90,20,boundary
5202,48,21,boundary
5203,-90,20,boundary
5204,50,20,boundary
5205,-90,20,boundary
5206,-90,20,boundary
5207,-135,13,no_fly_zone
5208,29,20,boundary
5209,-173,32,no_fly_zone
5210,304,88,target_reached
5211,-90,20,boundary
5212,-16,88,boundary
5213,-90,20,boundary
5214,-125,15,no_fly_zone
5215,50,20,boundary
5216,-135,13,no_fly_zone
5217,-167,29,no_fly_zone
5218,59,26,boundary
5219,-161,26,no_fly_zone
5220,50,20,boundary
5221,-90,20,boundary
5222,-90,20,boundary
5223,-149,20,no_fly_zone
5224,-902,426,boundary
5225,-135,13,no_fly_zone
5226,-197,44,no_fly_zone
5227,-213,52,no_fly_zone
5228,-62,20,boundary
5229,-131,142,boundary
5230,-106,28,boundary
5231,-163,27,no_fly_zone
5232,-90,20,boundary
5233,-187,39,no_fly_zone
5234,-135,13,no_fly_zone
5235,-145,18,no_fly_zone
5236,50,20,boundary
5237,-153,22,no_fly_zone
5238,-135,13,no_fly_zone
5239,-135,13,no_fly_zone
5240,-90,20,boundary
5241,51,23,boundary
5242,43,20,boundary
5243,-90,20,boundary
5244,50,20,boundary
5245,-135,13,no_fly_zone
5246,50,20,boundary
5247,60,29,boundary
5248,-181,36,no_fly_zone
5249,-135,13,no_fly_zone
5250,-135,13,no_fly_zone
5251,-90,20,boundary
5252,-184,67,boundary
5253,-96,23,boundary
5254,-167,29,no_fly_zone
5255,-139,15,no_fly_zone
5256,-90,20,boundary
5257,-153,22,no_fly_zone
5258,50,20,boundary
5259,51,23,boundary
5260,43,20,boundary
5261,50,20,boundary
5262,-139,15,no_fly_zone
5263,50,20,boundary
5264,-135,13,no_fly_zone
5265,-135,13,no_fly_zone
5266,-90,20,boundary
5267,-90,20,boundary
5268,-90,20,boundary
5269,50,20,boundary
5270,-151,21,no_fly_zone
5271,-90,20,boundary
5272,-161,26,no_fly_zone
5273,50,20,boundary
5274,-90,20,boundary
5275,-90,20,boundary
5276,-135,13,no_fly_zone
5277,-90,20,boundary
5278,-90,20,boundary
5279,-135,13,no_fly_zone
5280,29,20,boundary
5281,-90,20,boundary
5282,-179,35,no_fly_zone
5283,-242,229,boundary
5284,-309,100,no_fly_zone
5285,-135,13,no_fly_zone
5286,-90,20,boundary
5287,-90,20,boundary
5288,48,21,boundary
5289,-135,13,no_fly_zone
5290,-90,20,boundary
5291,-135,13,no_fly_zone
5292,-102,26,boundary
5293,-90,20,boundary
5294,-92,21,boundary
5295,50,20,boundary
5296,-102,26,boundary
5297,50,20,boundary
5298,-154,52,boundary
5299,-135,13,no_fly_zone
5300,50,20,boundary
5301,-90,20,boundary
5302,-116,33,boundary
5303,50,20,boundary
5304,-141,16,no_fly_zone
5305,-90,20,boundary
5306,-90,20,boundary
5307,-159,25,no_fly_zone
5308,-135,13,no_fly_zone
5309,-90,20,boundary
5310,29,20,boundary
5311,-90,20,boundary
5312,-135,13,no_fly_zone
5313,-197,44,no_fly_zone
5314,-155,23,no_fly_zone
5315,-135,13,no_fly_zone
5316,-201,46,no_fly_zone
5317,-135,13,no_fly_zone
5318,-135,13,no_fly_zone
5319,50,20,boundary
5320,-171,31,no_fly_zone
5321,50,20,boundary
5322,-149,20,no_fly_zone
5323,-137,14,no_fly_zone
5324,-90,20,boundary
5325,-213,52,no_fly_zone
5326,50,20,boundary
5327,22,20,boundary
5328,-90,20,boundary
5329,-135,13,no_fly_zone
5330,-90,20,boundary
5331,-90,20,boundary
5332,36,20,boundary
5333,-90,20,boundary
5334,-90,20,boundary
5335,-185,38,no_fly_zone
5336,-90,20,boundary
5337,56,24,boundary
5338,50,20,boundary
5339,-90,20,boundary
5340,-104,27,boundary
5341,62,28,boundary
5342,50,20,boundary
5343,43,20,boundary
5344,22,20,boundary
5345,-516,498,target_reached
5346,50,20,boundary
5347,50,20,boundary
5348,-135,13,no_fly_zone
5349,-135,13,no_fly_zone
5350,-106,28,boundary
5351,-518,499,target_reached
5352,-94,22,boundary
5353,70,205,target_reached
5354,50,20,boundary
5355,-135,13,no_fly_zone
5356,29,20,boundary
5357,-90,20,boundary
5358,-90,20,boundary
5359,-90,20,boundary
5360,60,29,boundary
5361,-135,13,no_fly_zone
5362,-241,66,no_fly_zone
5363,36,20,boundary
5364,-165,28,no_fly_zone
5365,-135,13,no_fly_zone
5366,-220,350,target_reached
5367,-295,93,no_fly_zone
5368,-130,40,boundary
5369,22,20,boundary
5370,-219,55,no_fly_zone
5371,386,40,target_reached
5372,-149,20,no_fly_zone
5373,-92,21,boundary
5374,36,20,boundary
5375,54,25,boundary
5376,43,20,boundary
5377,-158,61,boundary
5378,-295,93,no_fly_zone
5379,-161,26,no_fly_zone
5380,-167,29,no_fly_zone
5381,-130,14,no_fly_zone
5382,-120,16,no_fly_zone
5383,-135,13,no_fly_zone
5384,-90,20,boundary
5385,-157,24,no_fly_zone
5386,43,20,boundary
5387,-108,29,boundary
5388,-209,50,no_fly_zone
5389,29,20,boundary
5390,-135,13,no_fly_zone
5391,-122,36,boundary
5392,-135,13,no_fly_zone
5393,-135,13,no_fly_zone
5394,-90,20,boundary
5395,50,20,boundary
5396,48,21,boundary
5397,-235,208,boundary
5398,-135,13,no_fly_zone
5399,-155,23,no_fly_zone
5400,50,20,boundary
5401,-135,13,no_fly_zone
5402,-135,13,no_fly_zone
5403,-153,22,no_fly_zone
5404,-90,20,boundary
5405,-155,23,no_fly_zone
5406,-135,13,no_fly_zone
5407,-380,291,boundary
5408,-91,150,boundary
5409,-135,13,no_fly_zone
5410,-145,18,no_fly_zone
5411,-90,20,boundary
5412,60,29,boundary
5413,-90,20,boundary
5414,-153,22,no_fly_zone
5415,-90,20,boundary
5416,-90,20,boundary
5417,-116,33,boundary
5418,-62,20,boundary
5419,-135,13,no_fly_zone
5420,-143,17,no_fly_zone
5421,-48,20,boundary
5422,-90,20,boundary
5423,-90,20,boundary
5424,-135,13,no_fly_zone
5425,53,22,boundary
5426,-209,50,no_fly_zone
5427,-90,20,boundary
5428,-90,20,boundary
5429,336,72,target_reached
5430,50,20,boundary
5431,-92,21,boundary
5432,50,20,boundary
5433,-106,28,boundary
5434,50,20,boundary
5435,-135,13,no_fly_zone
5436,400,40,target_reached
5437,-135,13,no_fly_zone
5438,-161,26,no_fly_zone
5439,-90,20,boundary
5440,-143,17,no_fly_zone
5441,-141,16,no_fly_zone
5442,-122,36,boundary
5443,-135,13,no_fly_zone
5444,-90,20,boundary
5445,-90,20,boundary
5446,50,20,boundary
5447,-135,13,no_fly_zone
5448,50,20,boundary
5449,56,24,boundary
5450,-161,26,no_fly_zone
5451,56,24,boundary
5452,-135,13,no_fly_zone
5453,-135,13,no_fly_zone
5454,48,21,boundary
5455,-83,20,boundary
5456,53,22,boundary
5457,-90,20,boundary
5458,53,22,boundary
5459,50,20,boundary
5460,-90,20,boundary
5461,-135,13,no_fly_zone
5462,56,24,boundary
5463,-135,13,no_fly_zone
5464,-135,13,no_fly_zone
5465,56,24,boundary
5466,-135,13,no_fly_zone
5467,48,21,boundary
5468,-135,13,no_fly_zone
5469,-90,20,boundary
5470,400,40,target_reached
5471,-104,27,boundary
5472,48,21,boundary
5473,-135,13,no_fly_zone
5474,-90,20,boundary
5475,48,21,boundary
5476,-169,30,no_fly_zone
5477,-90,20,boundary
5478,-90,20,boundary
5479,-90,20,boundary
5480,-90,20,boundary
5481,-184,67,boundary
5482,50,20,boundary
5483,50,20,boundary
5484,-90,20,boundary
5485,48,21,boundary
5486,57,27,boundary
5487,-135,13,no_fly_zone
5488,-130,14,no_fly_zone
5489,-112,31,boundary
5490,-90,20,boundary
5491,50,20,boundary
5492,-90,20,boundary
5493,-135,13,no_fly_zone
5494,-116,33,boundary
5495,56,24,boundary
5496,-135,13,no_fly_zone
5497,-90,20,boundary
5498,-90,20,boundary
5499,53,22,boundary
5500,-143,17,no_fly_zone
5501,400,40,target_reached
5502,-90,20,boundary
5503,-135,13,no_fly_zone
5504,-135,13,no_fly_zone
5505,-135,13,no_fly_zone
5506,50,20,boundary
5507,-92,21,boundary
5508,-92,21,boundary
5509,-135,13,no_fly_zone
5510,-128,39,boundary
5511,29,20,boundary
5512,-130,14,no_fly_zone
5513,-92,21,boundary
5514,-90,20,boundary
5515,-138,44,boundary
5516,-90,20,boundary
5517,-106,35,boundary
5518,-135,13,no_fly_zone
5519,-144,47,boundary
5520,-135,13,no_fly_zone
5521,-169,30,no_fly_zone
5522,-116,33,boundary
5523,-90,20,boundary
5524,59,26,boundary
5525,50,20,boundary
5526,-92,21,boundary
5527,-90,20,boundary
5528,57,27,boundary
5529,-90,20,boundary
5530,-90,20,boundary
5531,48,21,boundary
5532,54,25,boundary
5533,50,20,boundary
5534,-135,13,no_fly_zone
5535,51,23,boundary
5536,-152,51,boundary
5537,-102,26,boundary
5538,50,20,boundary
5539,-135,13,no_fly_zone
5540,-90,20,boundary
5541,54,25,boundary
5542,-165,28,no_fly_zone
5543,-90,20,boundary
5544,-76,20,boundary
5545,53,22,boundary
5546,50,20,boundary
5547,-144,47,boundary
5548,-92,21,boundary
5549,-122,36,boundary
5550,50,20,boundary
5551,-112,31,boundary
5552,-135,13,no_fly_zone
5553,-90,20,boundary
5554,50,20,boundary
5555,-90,20,boundary
5556,-197,44,no_fly_zone
5557,400,40,target_reached
5558,-174,62,boundary
5559,-90,20,boundary
5560,-90,20,boundary
5561,-90,20,boundary
5562,-135,13,no_fly_zone
5563,50,20,boundary
5564,-90,20,boundary
5565,-90,20,boundary
5566,48,21,boundary
5567,-90,20,boundary
5568,-90,20,boundary
5569,-110,30,boundary
5570,-135,13,no_fly_zone
5571,-90,20,boundary
5572,56,24,boundary
5573,393,40,target_reached
5574,50,20,boundary
5575,-92,21,boundary
5576,50,20,boundary
5577,-90,20,boundary
5578,62,28,boundary
5579,-90,20,boundary
5580,-90,20,boundary
5581,-90,20,boundary
5582,-135,13,no_fly_zone
5583,-135,13,no_fly_zone
5584,-90,20,boundary
5585,-122,36,boundary
5586,-163,27,no_fly_zone
5587,50,20,boundary
5588,-90,20,boundary
5589,-106,28,boundary
5590,-135,13,no_fly_zone
5591,-174,62,boundary
5592,-48,20,boundary
5593,-135,13,no_fly_zone
5594,-155,23,no_fly_zone
5595,-135,13,no_fly_zone
5596,-135,13,no_fly_zone
5597,-128,39,boundary
5598,-135,13,no_fly_zone
5599,-172,35,no_fly_zone
5600,-90,20,boundary
5601,-179,35,no_fly_zone
5602,-135,13,no_fly_zone
5603,50,20,boundary
5604,-135,13,no_fly_zone
5605,51,23,boundary
5606,50,20,boundary
5607,50,20,boundary
5608,50,20,boundary
5609,50,20,boundary
5610,54,25,boundary
5611,-135,13,no_fly_zone
5612,-90,20,boundary
5613,54,25,boundary
5614,60,29,boundary
5615,-92,21,boundary
5616,54,25,boundary
5617,-162,56,boundary
5618,-104,27,boundary
5619,-94,22,boundary
5620,-135,13,no_fly_zone
5621,59,26,boundary
5622,60,29,boundary
5623,50,20,boundary
5624,-92,21,boundary
5625,-90,20,boundary
5626,-116,33,boundary
5627,-167,29,no_fly_zone
5628,-90,20,boundary
5629,-90,20,boundary
5630,-114,32,boundary
5631,-90,20,boundary
5632,-92,21,boundary
5633,54,25,boundary
5634,-110,30,boundary
5635,-90,20,boundary
5636,-96,23,boundary
5637,-90,20,boundary
5638,50,20,boundary
5639,-135,13,no_fly_zone
5640,-155,23,no_fly_zone
5641,-135,13,no_fly_zone
5642,-143,17,no_fly_zone
5643,-92,21,boundary
5644,-135,13,no_fly_zone
5645,50,20,boundary
5646,54,25,boundary
5647,57,27,boundary
5648,50,20,boundary
5649,-90,20,boundary
