Episode,Total Reward,Steps,Termination Reason
5650,-90,20,boundary
5651,-135,13,no_fly_zone
5652,22,20,boundary
5653,-150,50,boundary
5654,-122,36,boundary
5655,-104,27,boundary
5656,-135,13,no_fly_zone
5657,-62,20,boundary
5658,-159,25,no_fly_zone
5659,-104,27,boundary
5660,-135,13,no_fly_zone
5661,50,20,boundary
5662,-126,38,boundary
5663,-135,13,no_fly_zone
5664,-90,20,boundary
5665,-153,22,no_fly_zone
5666,-135,13,no_fly_zone
5667,-90,20,boundary
5668,48,21,boundary
5669,-174,62,boundary
5670,51,23,boundary
5671,-90,20,boundary
5672,50,20,boundary
5673,-135,13,no_fly_zone
5674,-90,20,boundary
5675,-146,48,boundary
5676,50,20,boundary
5677,-135,13,no_fly_zone
5678,-135,13,no_fly_zone
5679,-90,20,boundary
5680,-189,40,no_fly_zone
5681,-124,37,boundary
5682,-190,70,boundary
5683,-62,20,boundary
5684,-90,20,boundary
5685,-135,13,no_fly_zone
5686,-135,13,no_fly_zone
5687,-135,13,no_fly_zone
5688,-159,25,no_fly_zone
5689,50,20,boundary
5690,62,28,boundary
5691,-76,20,boundary
5692,-90,20,boundary
5693,-92,21,boundary
5694,-149,20,no_fly_zone
5695,-135,13,no_fly_zone
5696,-147,19,no_fly_zone
5697,50,20,boundary
5698,50,20,boundary
5699,60,29,boundary
5700,-102,26,boundary
5701,-135,13,no_fly_zone
5702,50,20,boundary
5703,-90,20,boundary
5704,36,20,boundary
5705,-90,20,boundary
5706,-48,20,boundary
5707,-135,13,no_fly_zone
5708,-186,68,boundary
5709,-135,13,no_fly_zone
5710,-816,383,boundary
5711,57,27,boundary
5712,-157,24,no_fly_zone
5713,-90,20,boundary
5714,-156,53,boundary
5715,400,40,target_reached
5716,-166,58,boundary
5717,-90,20,boundary
5718,-135,13,no_fly_zone
5719,-135,13,no_fly_zone
5720,-135,13,no_fly_zone
5721,278,101,target_reached
5722,-135,13,no_fly_zone
5723,-151,21,no_fly_zone
5724,-90,20,boundary
5725,-48,20,boundary
5726,-104,27,boundary
5727,-135,13,no_fly_zone
5728,-94,22,boundary
5729,50,20,boundary
5730,50,20,boundary
5731,-214,82,boundary
5732,50,20,boundary
5733,-114,32,boundary
5734,-135,13,no_fly_zone
5735,-90,20,boundary
5736,-132,41,boundary
5737,-92,21,boundary
5738,-90,20,boundary
5739,-90,20,boundary
5740,8,20,boundary
5741,-83,20,boundary
5742,-145,18,no_fly_zone
5743,-83,20,boundary
5744,-90,20,boundary
5745,-153,22,no_fly_zone
5746,-55,20,boundary
5747,-135,13,no_fly_zone
5748,400,40,target_reached
5749,-90,20,boundary
5750,-90,20,boundary
5751,-90,20,boundary
5752,-135,13,no_fly_zone
5753,-135,13,no_fly_zone
5754,-90,20,boundary
5755,50,20,boundary
5756,50,20,boundary
5757,-155,23,no_fly_zone
5758,-90,20,boundary
5759,-90,20,boundary
5760,-76,20,boundary
5761,-98,24,boundary
5762,-76,20,boundary
5763,50,20,boundary
5764,-90,20,boundary
5765,-116,33,boundary
5766,-76,20,boundary
5767,-143,17,no_fly_zone
5768,-83,20,boundary
5769,-90,20,boundary
5770,-48,20,boundary
5771,-90,20,boundary
5772,-90,20,boundary
5773,-135,13,no_fly_zone
5774,48,21,boundary
5775,-90,20,boundary
5776,-135,13,no_fly_zone
5777,-90,20,boundary
5778,56,24,boundary
5779,-128,39,boundary
5780,322,79,target_reached
5781,-90,20,boundary
5782,50,20,boundary
5783,-135,13,no_fly_zone
5784,-135,13,no_fly_zone
5785,53,22,boundary
5786,-135,13,no_fly_zone
5787,-76,20,boundary
5788,-90,20,boundary
5789,50,20,boundary
5790,-90,20,boundary
5791,54,25,boundary
5792,56,24,boundary
5793,48,21,boundary
5794,-135,13,no_fly_zone
5795,-135,13,no_fly_zone
5796,-90,20,boundary
5797,-139,15,no_fly_zone
5798,48,21,boundary
5799,-83,20,boundary
5800,50,20,boundary
5801,56,24,boundary
5802,-98,24,boundary
5803,400,40,target_reached
5804,51,23,boundary
5805,50,20,boundary
5806,-90,20,boundary
5807,-135,13,no_fly_zone
5808,53,22,boundary
5809,-135,13,no_fly_zone
5810,-126,38,boundary
5811,50,20,boundary
5812,56,24,boundary
5813,-90,20,boundary
5814,53,22,boundary
5815,-76,20,boundary
5816,-90,20,boundary
5817,-135,13,no_fly_zone
5818,-90,20,boundary
5819,-90,20,boundary
5820,-135,13,no_fly_zone
5821,-128,39,boundary
5822,-203,47,no_fly_zone
5823,-90,20,boundary
5824,-90,20,boundary
5825,-90,20,boundary
5826,-135,13,no_fly_zone
5827,-135,13,no_fly_zone
5828,-90,20,boundary
5829,-135,13,no_fly_zone
5830,400,40,target_reached
5831,-151,21,no_fly_zone
5832,-90,20,boundary
5833,-92,21,boundary
5834,-135,13,no_fly_zone
5835,-69,20,boundary
5836,-135,13,no_fly_zone
5837,-90,20,boundary
5838,-100,25,boundary
5839,-69,20,boundary
5840,-163,27,no_fly_zone
5841,-83,20,boundary
5842,59,26,boundary
5843,-48,20,boundary
5844,-90,20,boundary
5845,-96,23,boundary
5846,-92,21,boundary
5847,-90,20,boundary
5848,50,20,boundary
5849,-90,20,boundary
5850,-153,22,no_fly_zone
5851,-146,48,boundary
5852,-310,130,boundary
5853,56,24,boundary
5854,-360,155,boundary
5855,48,21,boundary
5856,59,26,boundary
5857,-149,20,no_fly_zone
5858,-147,19,no_fly_zone
5859,-135,13,no_fly_zone
5860,57,27,boundary
5861,-102,26,boundary
5862,-124,37,boundary
5863,-202,76,boundary
5864,50,20,boundary
5865,-90,20,boundary
5866,50,20,boundary
5867,-135,13,no_fly_zone
5868,-135,13,no_fly_zone
5869,-48,20,boundary
5870,53,22,boundary
5871,50,20,boundary
5872,-90,20,boundary
5873,-124,37,boundary
5874,-112,31,boundary
5875,-110,30,boundary
5876,-146,48,boundary
5877,-76,20,boundary
5878,-135,13,no_fly_zone
5879,-156,53,boundary
5880,-90,20,boundary
5881,-852,401,boundary
5882,-171,31,no_fly_zone
5883,50,20,boundary
5884,-135,13,no_fly_zone
5885,-108,29,boundary
5886,-153,22,no_fly_zone
5887,91,59,boundary
5888,-90,20,boundary
5889,-90,20,boundary
5890,-135,13,no_fly_zone
5891,-90,20,boundary
5892,-135,13,no_fly_zone
5893,-192,71,boundary
5894,50,20,boundary
5895,-168,59,boundary
5896,-135,13,no_fly_zone
5897,-141,16,no_fly_zone
5898,56,24,boundary
5899,51,23,boundary
5900,-628,289,boundary
5901,-90,20,boundary
5902,-217,54,no_fly_zone
5903,-69,20,boundary
5904,-76,20,boundary
5905,-164,57,boundary
5906,62,28,boundary
5907,-135,13,no_fly_zone
5908,-135,13,no_fly_zone
5909,-135,13,no_fly_zone
5910,-90,20,boundary
5911,50,20,boundary
5912,57,27,boundary
5913,-204,77,boundary
5914,-135,13,no_fly_zone
5915,-165,28,no_fly_zone
5916,-179,35,no_fly_zone
5917,-20,83,boundary
5918,-90,20,boundary
5919,50,20,boundary
5920,-135,13,no_fly_zone
5921,-90,20,boundary
5922,-114,32,boundary
5923,-120,35,boundary
5924,54,25,boundary
5925,-90,20,boundary
5926,-76,20,boundary
5927,-257,74,no_fly_zone
5928,51,23,boundary
5929,-90,20,boundary
5930,-90,20,boundary
5931,50,20,boundary
5932,-55,20,boundary
5933,-69,20,boundary
5934,-90,20,boundary
5935,-83,20,boundary
5936,50,20,boundary
5937,50,20,boundary
5938,50,20,boundary
5939,400,40,target_reached
5940,-171,31,no_fly_zone
5941,-41,20,boundary
5942,400,40,target_reached
5943,43,20,boundary
5944,-135,13,no_fly_zone
5945,48,21,boundary
5946,-90,20,boundary
5947,-112,31,boundary
5948,-90,20,boundary
5949,54,25,boundary
5950,-90,20,boundary
5951,50,20,boundary
5952,-135,13,no_fly_zone
5953,-135,13,no_fly_zone
5954,-100,25,boundary
5955,-237,64,no_fly_zone
5956,-100,25,boundary
5957,-135,13,no_fly_zone
5958,-155,23,no_fly_zone
5959,-112,31,boundary
5960,-436,193,boundary
5961,-153,22,no_fly_zone
5962,57,27,boundary
5963,-135,13,no_fly_zone
5964,-135,13,no_fly_zone
5965,59,26,boundary
5966,-163,27,no_fly_zone
5967,-104,27,boundary
5968,50,20,boundary
5969,-157,24,no_fly_zone
5970,54,25,boundary
5971,-90,20,boundary
5972,-135,13,no_fly_zone
5973,-167,29,no_fly_zone
5974,-83,20,boundary
5975,-135,13,no_fly_zone
5976,-90,20,boundary
5977,400,40,target_reached
5978,-153,22,no_fly_zone
5979,50,20,boundary
5980,56,24,boundary
5981,324,78,target_reached
5982,-90,20,boundary
5983,-90,20,boundary
5984,-90,20,boundary
5985,-100,25,boundary
5986,-135,13,no_fly_zone
5987,-196,73,boundary
5988,-135,13,no_fly_zone
5989,178,151,target_reached
5990,-155,23,no_fly_zone
5991,50,20,boundary
5992,50,20,boundary
5993,-118,34,boundary
5994,50,20,boundary
5995,-90,20,boundary
5996,-135,13,no_fly_zone
5997,-34,20,boundary
5998,-145,18,no_fly_zone
5999,-92,21,boundary
6000,56,24,boundary
6001,-135,13,no_fly_zone
6002,-90,20,boundary
6003,-34,20,boundary
6004,-143,17,no_fly_zone
6005,-90,20,boundary
6006,-135,13,no_fly_zone
6007,-135,13,no_fly_zone
6008,-62,20,boundary
6009,43,20,boundary
6010,-193,42,no_fly_zone
6011,43,20,boundary
6012,-104,27,boundary
6013,-135,13,no_fly_zone
6014,-90,20,boundary
6015,-125,15,no_fly_zone
6016,50,20,boundary
6017,198,141,target_reached
6018,-265,78,no_fly_zone
6019,-424,187,boundary
6020,62,28,boundary
6021,-90,20,boundary
6022,-135,13,no_fly_zone
6023,-114,32,boundary
6024,-135,13,no_fly_zone
6025,50,20,boundary
6026,-112,31,boundary
6027,-150,50,boundary
6028,-135,13,no_fly_zone
6029,-149,20,no_fly_zone
6030,57,27,boundary
6031,-280,115,boundary
6032,50,20,boundary
6033,-90,20,boundary
6034,-90,20,boundary
6035,-181,36,no_fly_zone
6036,-161,26,no_fly_zone
6037,-90,20,boundary
6038,-159,25,no_fly_zone
6039,-83,20,boundary
6040,-90,20,boundary
6041,278,101,target_reached
6042,-328,139,boundary
6043,-173,32,no_fly_zone
6044,50,20,boundary
6045,50,20,boundary
6046,-207,49,no_fly_zone
6047,-90,20,boundary
6048,-135,13,no_fly_zone
6049,50,20,boundary
6050,-154,52,boundary
6051,214,133,target_reached
6052,-135,13,no_fly_zone
6053,-92,21,boundary
6054,-13,20,boundary
6055,-90,20,boundary
6056,-114,32,boundary
6057,-135,13,no_fly_zone
6058,-135,13,no_fly_zone
6059,-135,13,no_fly_zone
6060,50,20,boundary
6061,-90,20,boundary
6062,-141,16,no_fly_zone
6063,266,100,target_reached
6064,-135,13,no_fly_zone
6065,-135,13,no_fly_zone
6066,-90,20,boundary
6067,-135,13,no_fly_zone
6068,43,20,boundary
6069,-106,28,boundary
6070,-208,79,boundary
6071,-110,30,boundary
6072,50,20,boundary
6073,50,20,boundary
6074,-164,57,boundary
6075,-135,13,no_fly_zone
6076,50,20,boundary
6077,-144,47,boundary
6078,-135,13,no_fly_zone
6079,-90,20,boundary
6080,-135,13,no_fly_zone
6081,-40,128,boundary
6082,-181,36,no_fly_zone
6083,-139,15,no_fly_zone
6084,-69,20,boundary
6085,-135,13,no_fly_zone
6086,51,23,boundary
6087,189,135,target_reached
6088,-126,38,boundary
6089,-143,17,no_fly_zone
6090,-198,74,boundary
6091,-135,13,no_fly_zone
6092,-83,20,boundary
6093,-90,20,boundary
6094,-90,20,boundary
6095,-207,49,no_fly_zone
6096,-143,17,no_fly_zone
6097,-173,32,no_fly_zone
6098,-135,13,no_fly_zone
6099,50,20,boundary
6100,43,20,boundary
6101,36,20,boundary
6102,-135,13,no_fly_zone
6103,-135,13,no_fly_zone
6104,54,25,boundary
6105,-135,13,no_fly_zone
6106,-169,30,no_fly_zone
6107,-100,25,boundary
6108,-135,13,no_fly_zone
6109,50,20,boundary
6110,244,118,target_reached
6111,-135,13,no_fly_zone
6112,-90,20,boundary
6113,-96,23,boundary
6114,-122,36,boundary
6115,-225,58,no_fly_zone
6116,54,25,boundary
6117,-92,21,boundary
6118,-151,21,no_fly_zone
6119,-90,20,boundary
6120,50,20,boundary
6121,-69,20,boundary
6122,56,24,boundary
6123,-149,20,no_fly_zone
6124,-90,20,boundary
6125,50,20,boundary
6126,-90,20,boundary
6127,-13,20,boundary
6128,-92,21,boundary
6129,-94,22,boundary
6130,8,20,boundary
6131,-76,20,boundary
6132,-90,20,boundary
6133,-135,13,no_fly_zone
6134,-90,20,boundary
6135,-135,13,no_fly_zone
6136,-304,127,boundary
6137,-135,13,no_fly_zone
6138,50,20,boundary
6139,-13,20,boundary
6140,-13,20,boundary
6141,-135,13,no_fly_zone
6142,-96,23,boundary
6143,-90,20,boundary
6144,-135,13,no_fly_zone
6145,-135,13,no_fly_zone
6146,60,29,boundary
6147,-135,13,no_fly_zone
6148,-147,19,no_fly_zone
6149,-90,20,boundary
6150,-69,20,boundary
6151,-90,20,boundary
6152,244,118,target_reached
6153,-90,20,boundary
6154,-135,13,no_fly_zone
6155,-90,20,boundary
6156,-69,20,boundary
6157,-173,32,no_fly_zone
6158,-152,51,boundary
6159,-90,20,boundary
6160,60,29,boundary
6161,51,23,boundary
6162,43,20,boundary
6163,-414,182,boundary
6164,50,20,boundary
6165,57,27,boundary
6166,50,20,boundary
6167,51,23,boundary
6168,-130,14,no_fly_zone
6169,-110,30,boundary
6170,57,27,boundary
6171,50,20,boundary
6172,-135,13,no_fly_zone
6173,-156,53,boundary
6174,50,20,boundary
6175,-162,56,boundary
6176,-130,14,no_fly_zone
6177,8,20,boundary
6178,154,163,target_reached
6179,43,20,boundary
6180,-135,13,no_fly_zone
6181,-90,20,boundary
6182,-55,20,boundary
6183,-112,31,boundary
6184,53,22,boundary
6185,50,20,boundary
6186,-151,21,no_fly_zone
6187,-135,13,no_fly_zone
6188,-227,59,no_fly_zone
6189,48,21,boundary
6190,-135,13,no_fly_zone
6191,-104,27,boundary
6192,-135,13,no_fly_zone
6193,-148,49,boundary
6194,-140,45,boundary
6195,-135,13,no_fly_zone
6196,-90,20,boundary
6197,-181,36,no_fly_zone
6198,-141,16,no_fly_zone
6199,-135,13,no_fly_zone
6200,-90,20,boundary
6201,43,20,boundary
6202,-135,13,no_fly_zone
6203,50,20,boundary
6204,-260,105,boundary
6205,90,56,boundary
6206,-90,20,boundary
6207,43,20,boundary
6208,-90,20,boundary
6209,-135,13,no_fly_zone
6210,-92,21,boundary
6211,-130,40,boundary
6212,-90,20,boundary
6213,-20,20,boundary
6214,-135,13,no_fly_zone
6215,-135,13,no_fly_zone
6216,-96,23,boundary
6217,50,20,boundary
6218,-90,20,boundary
6219,29,20,boundary
6220,-135,13,no_fly_zone
6221,-220,85,boundary
6222,-100,25,boundary
6223,-55,20,boundary
6224,-172,35,no_fly_zone
6225,-116,54,boundary
6226,50,20,boundary
6227,-222,198,boundary
6228,60,29,boundary
6229,59,26,boundary
6230,-157,24,no_fly_zone
6231,-228,89,boundary
6232,-524,237,boundary
6233,-218,84,boundary
6234,-135,13,no_fly_zone
6235,50,20,boundary
6236,-460,205,boundary
6237,-135,13,no_fly_zone
6238,36,20,boundary
6239,-116,33,boundary
6240,-135,13,no_fly_zone
6241,36,20,boundary
6242,310,85,target_reached
6243,50,20,boundary
6244,-90,20,boundary
6245,-83,20,boundary
6246,36,20,boundary
6247,-211,51,no_fly_zone
6248,43,20,boundary
6249,-155,23,no_fly_zone
6250,-237,64,no_fly_zone
6251,29,20,boundary
6252,22,20,boundary
6253,-239,65,no_fly_zone
6254,57,27,boundary
6255,-215,53,no_fly_zone
6256,-135,13,no_fly_zone
6257,-106,28,boundary
6258,-143,17,no_fly_zone
6259,-135,13,no_fly_zone
6260,-223,57,no_fly_zone
6261,-135,13,no_fly_zone
6262,-128,39,boundary
6263,43,20,boundary
6264,-135,13,no_fly_zone
6265,48,21,boundary
6266,36,20,boundary
6267,-122,36,boundary
6268,36,20,boundary
6269,-213,52,no_fly_zone
6270,-96,23,boundary
6271,-135,13,no_fly_zone
6272,43,20,boundary
6273,400,40,target_reached
6274,-122,36,boundary
6275,314,83,target_reached
6276,-90,20,boundary
6277,-165,28,no_fly_zone
6278,-206,78,boundary
6279,60,29,boundary
6280,-135,13,no_fly_zone
6281,36,20,boundary
6282,36,20,boundary
6283,-130,14,no_fly_zone
6284,-144,47,boundary
6285,-110,30,boundary
6286,1,20,boundary
6287,-135,13,no_fly_zone
6288,-181,36,no_fly_zone
6289,-144,47,boundary
6290,-100,25,boundary
6291,-135,13,no_fly_zone
6292,224,128,target_reached
6293,43,20,boundary
6294,-135,13,no_fly_zone
6295,43,20,boundary
6296,-241,66,no_fly_zone
6297,56,24,boundary
6298,-189,40,no_fly_zone
6299,-110,37,boundary
6300,-154,52,boundary
6301,50,20,boundary
6302,-76,20,boundary
6303,-176,44,no_fly_zone
6304,-165,28,no_fly_zone
6305,43,20,boundary
6306,36,20,boundary
6307,-134,42,boundary
6308,29,20,boundary
6309,-157,24,no_fly_zone
6310,-90,20,boundary
6311,36,20,boundary
6312,59,26,boundary
6313,-135,13,no_fly_zone
6314,-135,13,no_fly_zone
6315,-108,29,boundary
6316,-20,20,boundary
6317,-55,20,boundary
6318,-135,13,no_fly_zone
6319,50,20,boundary
6320,-134,42,boundary
6321,50,20,boundary
6322,-90,20,boundary
6323,43,20,boundary
6324,-90,20,boundary
6325,-197,44,no_fly_zone
6326,-62,271,target_reached
6327,-136,43,boundary
6328,-90,20,boundary
6329,-94,22,boundary
6330,36,20,boundary
6331,-62,20,boundary
6332,-135,13,no_fly_zone
6333,400,40,target_reached
6334,-90,20,boundary
6335,-90,20,boundary
6336,50,20,boundary
6337,50,20,boundary
6338,43,20,boundary
6339,-90,20,boundary
6340,50,20,boundary
6341,-154,52,boundary
6342,-207,49,no_fly_zone
6343,-151,21,no_fly_zone
6344,-186,68,boundary
6345,50,20,boundary
6346,393,40,target_reached
6347,-225,58,no_fly_zone
6348,-135,13,no_fly_zone
6349,-90,20,boundary
6350,50,20,boundary
6351,-135,13,no_fly_zone
6352,36,20,boundary
6353,-90,20,boundary
6354,-48,20,boundary
6355,50,20,boundary
6356,50,20,boundary
6357,50,20,boundary
6358,-90,20,boundary
6359,-135,13,no_fly_zone
6360,50,20,boundary
6361,-135,13,no_fly_zone
6362,-135,13,no_fly_zone
6363,36,20,boundary
6364,-130,14,no_fly_zone
6365,-90,20,boundary
6366,-135,13,no_fly_zone
6367,-135,13,no_fly_zone
6368,57,27,boundary
6369,-130,40,boundary
6370,-130,40,boundary
6371,43,20,boundary
6372,-135,13,no_fly_zone
6373,36,20,boundary
6374,-48,20,boundary
6375,-153,22,no_fly_zone
6376,-135,13,no_fly_zone
6377,-90,20,boundary
6378,43,20,boundary
6379,-90,20,boundary
6380,-191,41,no_fly_zone
6381,-230,90,boundary
6382,-135,13,no_fly_zone
6383,-193,42,no_fly_zone
6384,-112,31,boundary
6385,29,20,boundary
6386,-135,13,no_fly_zone
6387,-209,50,no_fly_zone
6388,-90,20,boundary
6389,-100,25,boundary
6390,-135,13,no_fly_zone
6391,50,20,boundary
6392,-100,25,boundary
6393,-135,13,no_fly_zone
6394,50,20,boundary
6395,-27,20,boundary
6396,-193,42,no_fly_zone
6397,36,20,boundary
6398,88,57,boundary
6399,-112,38,boundary
6400,59,26,boundary
6401,-147,19,no_fly_zone
6402,60,29,boundary
6403,-193,42,no_fly_zone
6404,105,59,boundary
6405,-135,13,no_fly_zone
6406,-62,20,boundary
6407,-41,20,boundary
6408,-135,13,no_fly_zone
6409,-106,35,boundary
6410,36,20,boundary
6411,-150,57,boundary
6412,36,20,boundary
6413,50,20,boundary
6414,43,20,boundary
6415,-34,20,boundary
6416,-169,30,no_fly_zone
6417,50,20,boundary
6418,-135,13,no_fly_zone
6419,-157,24,no_fly_zone
6420,59,26,boundary
6421,36,20,boundary
6422,-116,54,boundary
6423,50,20,boundary
6424,-157,24,no_fly_zone
6425,-90,20,boundary
6426,36,20,boundary
6427,-143,17,no_fly_zone
6428,-55,20,boundary
6429,-135,13,no_fly_zone
6430,-130,40,boundary
6431,-135,13,no_fly_zone
6432,-90,20,boundary
6433,15,20,boundary
6434,50,20,boundary
6435,-48,20,boundary
6436,-135,13,no_fly_zone
6437,-90,20,boundary
6438,-145,18,no_fly_zone
6439,-101,43,boundary
6440,-90,20,boundary
6441,-135,13,no_fly_zone
6442,-172,35,no_fly_zone
6443,-169,30,no_fly_zone
6444,56,24,boundary
6445,-171,31,no_fly_zone
6446,-141,16,no_fly_zone
6447,-138,44,boundary
6448,-80,22,boundary
6449,50,20,boundary
6450,-241,225,boundary
6451,50,20,boundary
6452,50,20,boundary
6453,-135,13,no_fly_zone
6454,-158,61,boundary
6455,50,20,boundary
6456,36,20,boundary
6457,60,29,boundary
6458,-181,36,no_fly_zone
6459,-179,35,no_fly_zone
6460,-185,71,boundary
6461,400,40,target_reached
6462,50,20,boundary
6463,-100,32,boundary
6464,-135,13,no_fly_zone
6465,-257,74,no_fly_zone
6466,-34,20,boundary
6467,-120,35,boundary
6468,-151,21,no_fly_zone
6469,-130,14,no_fly_zone
6470,-135,13,no_fly_zone
6471,168,156,target_reached
6472,-98,31,boundary
6473,-105,31,boundary
6474,79,58,boundary
6475,-135,13,no_fly_zone
6476,-175,33,no_fly_zone
6477,56,24,boundary
6478,-135,13,no_fly_zone
6479,-153,22,no_fly_zone
6480,-27,20,boundary
6481,50,20,boundary
6482,-171,31,no_fly_zone
6483,-150,57,boundary
6484,-130,14,no_fly_zone
6485,-90,20,boundary
6486,-90,20,boundary
6487,-94,29,boundary
6488,-135,13,no_fly_zone
6489,-141,16,no_fly_zone
6490,50,20,boundary
6491,-76,20,boundary
6492,-135,13,no_fly_zone
6493,53,22,boundary
6494,-94,22,boundary
6495,-116,40,boundary
6496,-227,99,boundary
6497,43,20,boundary
6498,-102,26,boundary
6499,50,20,boundary
6500,51,23,boundary
6501,-13,20,boundary
6502,-1183,700,max_steps
6503,50,20,boundary
6504,-20,20,boundary
6505,-186,75,boundary
6506,-48,20,boundary
6507,50,20,boundary
6508,36,20,boundary
6509,43,20,boundary
6510,-135,13,no_fly_zone
6511,-135,13,no_fly_zone
6512,-41,20,boundary
6513,-114,32,boundary
6514,-135,13,no_fly_zone
6515,-176,37,no_fly_zone
